Version 0.1
<setup information>
0.005
10.0
box, 4.375, 1.0, 0.0, 1.25, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, 3.125, 1.0, 0.0, 1.25, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, 1.875, 1.0, 0.0, 1.25, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, 0.625, 1.0, 0.0, 1.25, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, -0.625, 1.0, 0.0, 1.25, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, -1.875, 1.0, 0.0, 1.25, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, -3.125, 1.0, 0.0, 1.25, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, -4.375, 1.0, 0.0, 1.25, 0.5, 0.5, 1.0,0.0,0.0,0.0
box, 5.0, 1.0, 0.0, 0.1, 0.1, 0.1, 0.707106781187,-0.0,0.707106781187,-0.0
box, 4.625, 1.0, 0.25, 0.1, 0.1, 0.1, 1.0,-0.0,-0.0,-0.0
box, 4.625, 1.0, -0.25, 0.1, 0.1, 0.1, 0.707106781187,-0.0,-0.707106781187,-0.0
box, 0.0, 1.0, 20.0, 40, 2.0, 0.5, 1.0,0.0,0.0,0.0
box, 0.0, 1.0, -20.0, 40, 2.0, 0.5, 1.0,0.0,0.0,0.0
box, 20.0, 1.0, 0.0, 0.5, 2.0, 39.5, 1.0,0.0,0.0,0.0
box, -20.0, 1.0, 0.0, 0.5, 2.0, 39.5, 1.0,0.0,0.0,0.0
sphere, 0.0, 1.0, 0.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 0.0, 1.0, -2.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 0.0, 1.0, -4.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 0.0, 1.0, -6.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 0.0, 1.0, -8.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 0.0, 1.0, -10.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 0.0, 1.0, -12.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 0.0, 1.0, -14.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 0.0, 1.0, -16.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 0.0, 1.0, -18.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 2.0, 1.0, 0.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 2.0, 1.0, -2.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 2.0, 1.0, -4.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 2.0, 1.0, -6.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 2.0, 1.0, -8.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 2.0, 1.0, -10.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 2.0, 1.0, -12.0, 0.5, 1.0,0.0,0.0,0.0
sphere, 2.0, 1.0, -14.0, 0.5, 1.0,0.0,0.0,0.0
